instanceId,iteration,projectId,testId,category,tempC,humidity,durationDays,needsVoltage,dueDateDays,samples,sampleIdx,chamberId,stationIdx,startDay,endDay
1_1_1,4,P33,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,43,3,2,T026,1,10,15
1_1_1,4,P41,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,43,3,0,T007,0,10,15
1_1_1,4,P41,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,43,3,1,T007,1,10,15
1_1_1,4,P41,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,43,3,2,T007,2,10,15
1_1_1,4,P7,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,43,3,0,T007,3,10,15
1_1_1,4,P7,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,43,3,1,T007,4,10,15
1_1_1,4,P7,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,43,3,2,T007,5,10,15
1_1_1,4,P21,EE_32,OTHER,32,NORMAL,15,false,43,3,0,T006,1,15,30
1_1_1,4,P21,EE_16,OTHER,16,NORMAL,15,false,43,3,1,T010,2,15,30
1_1_1,4,P21,PERF_25,OTHER,25,NORMAL,10,false,43,3,2,T001,1,15,25
1_1_1,4,P33,EE_32,OTHER,32,NORMAL,15,true,43,3,0,T022,0,15,30
1_1_1,4,P33,EE_16,OTHER,16,NORMAL,15,true,43,3,1,T018,0,15,30
1_1_1,4,P33,PERF_25,OTHER,25,NORMAL,10,true,43,3,2,T020,0,15,25
1_1_1,4,P41,EE_32,OTHER,32,NORMAL,15,false,43,3,0,T006,2,15,30
1_1_1,4,P41,EE_16,OTHER,16,NORMAL,15,false,43,3,1,T010,3,15,30
1_1_1,4,P41,PERF_25,OTHER,25,NORMAL,10,false,43,3,2,T001,2,15,25
1_1_1,4,P7,EE_32,OTHER,32,NORMAL,15,false,43,3,0,T006,3,15,30
1_1_1,4,P7,EE_16,OTHER,16,NORMAL,15,false,43,3,1,T010,4,15,30
1_1_1,4,P7,PERF_25,OTHER,25,NORMAL,10,false,43,3,2,T001,3,15,25
1_1_1,4,P21,PERF_38,OTHER,38,NORMAL,10,false,43,3,2,T008,0,25,35
1_1_1,4,P33,PERF_43,OTHER,43,NORMAL,10,true,43,3,2,T002,0,25,35
1_1_1,4,P41,PERF_38,OTHER,38,NORMAL,10,false,43,3,2,T008,1,25,35
1_1_1,4,P7,PERF_43,OTHER,43,NORMAL,10,false,43,3,2,T002,1,25,35
1_1_1,4,P21,PERF_32,OTHER,32,NORMAL,10,false,43,3,0,T006,0,30,40
1_1_1,4,P21,PERF_16,OTHER,16,NORMAL,10,false,43,3,1,T010,0,30,40
1_1_1,4,P33,PERF_32,OTHER,32,NORMAL,10,true,43,3,0,T022,0,30,40
1_1_1,4,P33,PERF_10,OTHER,10,NORMAL,10,true,43,3,1,T016,0,30,40
1_1_1,4,P41,PERF_32,OTHER,32,NORMAL,10,false,43,3,0,T006,1,30,40
1_1_1,4,P41,PERF_10,OTHER,10,NORMAL,10,false,43,3,1,T014,1,30,40
1_1_1,4,P7,PERF_10,OTHER,10,NORMAL,10,false,43,3,0,T014,2,30,40
1_1_1,4,P7,FREEZE_25,OTHER,25,NORMAL,10,false,43,3,1,T001,0,30,40
1_1_1,4,P21,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,43,3,2,T014,3,35,50
1_1_1,4,P33,CU_10,CONSUMER_USAGE,10,NORMAL,15,true,43,3,2,T016,1,35,50
1_1_1,4,P41,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,43,3,2,T014,4,35,50
1_1_1,4,P7,TEMP_RISE_25,OTHER,25,NORMAL,5,false,43,3,2,T001,1,35,40
1_1_1,4,P21,CU_25,CONSUMER_USAGE,25,85%,15,false,43,3,0,T003,1,40,55
1_1_1,4,P21,CU_32,CONSUMER_USAGE,32,85%,15,false,43,3,1,T005,1,40,55
1_1_1,4,P33,CU_25,CONSUMER_USAGE,25,85%,15,true,43,3,0,T003,2,40,55
1_1_1,4,P33,CU_32,CONSUMER_USAGE,32,85%,15,true,43,3,1,T005,2,40,55
1_1_1,4,P41,CU_25,CONSUMER_USAGE,25,85%,15,false,43,3,0,T003,3,40,55
1_1_1,4,P41,CU_32,CONSUMER_USAGE,32,85%,15,false,43,3,1,T005,3,40,55
1_1_1,4,P7,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,43,3,0,T014,0,40,55
1_1_1,4,P7,CU_25,CONSUMER_USAGE,25,85%,15,false,43,3,1,T003,4,40,55
1_1_1,4,P7,CU_32,CONSUMER_USAGE,32,85%,15,false,43,3,2,T005,4,40,55
1_1_1,4,P25,GAS_43,GAS,43,NORMAL,10,false,44,3,0,T007,6,0,10
1_1_1,4,P45,GAS_43,GAS,43,NORMAL,10,true,44,3,0,T026,2,0,10
1_1_1,4,P4,GAS_43,GAS,43,NORMAL,10,false,44,4,0,T007,7,0,10
1_1_1,4,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,44,3,0,T007,6,10,15
1_1_1,4,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,44,3,1,T007,7,10,15
1_1_1,4,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,44,3,2,T013,0,10,15
1_1_1,4,P45,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,44,3,0,T026,2,10,15
1_1_1,4,P45,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,44,3,1,T026,3,10,15
1_1_1,4,P45,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,44,3,2,T026,4,10,15
1_1_1,4,P4,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,44,4,0,T013,1,10,15
1_1_1,4,P4,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,44,4,1,T013,2,10,15
1_1_1,4,P4,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,44,4,2,T013,3,10,15
1_1_1,4,P4,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,44,4,3,T013,4,10,15
1_1_1,4,P25,EE_25,OTHER,25,NORMAL,16,false,44,3,0,T001,4,15,31
1_1_1,4,P25,PERF_25,OTHER,25,NORMAL,10,false,44,3,1,T001,5,15,25
1_1_1,4,P25,PERF_38,OTHER,38,NORMAL,10,false,44,3,2,T008,2,15,25
1_1_1,4,P45,EE_25,OTHER,25,NORMAL,16,true,44,3,0,T020,1,15,31
1_1_1,4,P45,PERF_25,OTHER,25,NORMAL,10,true,44,3,1,T020,2,15,25
1_1_1,4,P45,PERF_43,OTHER,43,NORMAL,10,true,44,3,2,T002,2,15,25
1_1_1,4,P4,EE_25,OTHER,25,NORMAL,16,false,44,4,0,T001,6,15,31
1_1_1,4,P4,PERF_25,OTHER,25,NORMAL,10,false,44,4,1,T001,7,15,25
1_1_1,4,P4,PERF_43,OTHER,43,NORMAL,10,false,44,4,2,T002,3,15,25
1_1_1,4,P4,PERF_16,OTHER,16,NORMAL,10,false,44,4,3,T010,5,15,25
1_1_1,4,P25,PERF_32,OTHER,32,NORMAL,10,false,44,3,1,T006,4,25,35
1_1_1,4,P25,PERF_10,OTHER,10,NORMAL,10,false,44,3,2,T014,5,25,35
1_1_1,4,P45,PERF_10,OTHER,10,NORMAL,10,true,44,3,1,T016,2,25,35
1_1_1,4,P45,CU_10,CONSUMER_USAGE,10,NORMAL,15,true,44,3,2,T016,3,25,40
1_1_1,4,P4,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,44,4,1,T016,4,25,40
1_1_1,4,P4,CU_25,CONSUMER_USAGE,25,85%,15,false,44,4,2,T003,5,25,40
1_1_1,4,P4,CU_32,CONSUMER_USAGE,32,85%,15,false,44,4,3,T005,5,25,40
1_1_1,4,P25,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,44,3,0,T016,5,31,46
1_1_1,4,P45,CU_25,CONSUMER_USAGE,25,85%,15,true,44,3,0,T003,6,31,46
1_1_1,4,P25,CU_25,CONSUMER_USAGE,25,85%,15,false,44,3,1,T003,7,35,50
1_1_1,4,P25,CU_32,CONSUMER_USAGE,32,85%,15,false,44,3,2,T005,6,35,50
1_1_1,4,P45,CU_32,CONSUMER_USAGE,32,85%,15,true,44,3,1,T005,7,35,50
1_1_1,4,P37,GAS_43,GAS,43,NORMAL,10,false,45,4,0,T013,5,0,10
1_1_1,4,P14,GAS_43,GAS,43,NORMAL,10,true,45,4,0,T026,5,0,10
1_1_1,4,P37,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,45,4,0,T013,5,10,15
1_1_1,4,P37,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,45,4,1,T013,6,10,15
1_1_1,4,P37,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,45,4,2,T013,7,10,15
1_1_1,4,P37,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,45,4,3,T013,8,10,15
1_1_1,4,P14,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,45,4,0,T026,5,10,15
1_1_1,4,P14,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,45,4,1,T026,6,10,15
1_1_1,4,P14,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,45,4,2,T026,7,10,15
1_1_1,4,P14,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,45,4,3,T026,8,10,15
1_1_1,4,P37,EE_32,OTHER,32,NORMAL,15,false,45,4,0,T006,5,15,30
1_1_1,4,P37,EE_16,OTHER,16,NORMAL,15,false,45,4,1,T010,6,15,30
1_1_1,4,P37,PERF_25,OTHER,25,NORMAL,10,false,45,4,2,T009,0,15,25
1_1_1,4,P37,PERF_43,OTHER,43,NORMAL,10,false,45,4,3,T002,4,15,25
1_1_1,4,P14,EE_32,OTHER,32,NORMAL,15,true,45,4,0,T022,1,15,30
1_1_1,4,P14,EE_16,OTHER,16,NORMAL,15,true,45,4,1,T018,1,15,30
1_1_1,4,P14,PERF_25,OTHER,25,NORMAL,10,true,45,4,2,T020,3,15,25
1_1_1,4,P14,PERF_43,OTHER,43,NORMAL,10,true,45,4,3,T002,5,15,25
1_1_1,4,P37,PERF_10,OTHER,10,NORMAL,10,false,45,4,2,T017,0,25,35
1_1_1,4,P37,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,45,4,3,T017,1,25,40
1_1_1,4,P14,PERF_16,OTHER,16,NORMAL,10,true,45,4,2,T018,2,25,35
1_1_1,4,P14,CU_10,CONSUMER_USAGE,10,NORMAL,15,true,45,4,3,T017,2,25,40
1_1_1,4,P37,CU_25,CONSUMER_USAGE,25,85%,15,false,45,4,0,T004,0,30,45
1_1_1,4,P37,CU_32,CONSUMER_USAGE,32,85%,15,false,45,4,1,T012,0,30,45
1_1_1,4,P14,CU_25,CONSUMER_USAGE,25,85%,15,true,45,4,0,T004,1,30,45
1_1_1,4,P14,CU_32,CONSUMER_USAGE,32,85%,15,true,45,4,1,T025,0,30,45
1_1_1,4,P29,GAS_43,GAS,43,NORMAL,10,true,46,3,0,T026,9,0,10
1_1_1,4,P34,GAS_43,GAS,43,NORMAL,10,false,46,3,0,T013,9,0,10
1_1_1,4,P49,GAS_43,GAS,43,NORMAL,10,false,46,3,0,T013,10,0,10
1_1_1,4,P2,GAS_43,GAS,43,NORMAL,10,false,46,3,0,T013,11,0,10
1_1_1,4,P11,GAS_43,GAS,43,NORMAL,10,false,46,3,0,T026,10,0,10
1_1_1,4,P18,GAS_43,GAS,43,NORMAL,10,false,46,3,0,T026,11,0,10
1_1_1,4,P29,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,46,3,0,T026,9,10,15
1_1_1,4,P29,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,46,3,1,T026,10,10,15
1_1_1,4,P29,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,46,3,2,T026,11,10,15
1_1_1,4,P34,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,0,T013,9,10,15
1_1_1,4,P34,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,1,T013,10,10,15
1_1_1,4,P34,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,2,T013,11,10,15
1_1_1,4,P49,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,0,T027,0,10,15
1_1_1,4,P49,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,1,T027,1,10,15
1_1_1,4,P49,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,2,T027,2,10,15
1_1_1,4,P2,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,0,T027,3,10,15
1_1_1,4,P2,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,1,T027,4,10,15
1_1_1,4,P2,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,2,T027,5,10,15
1_1_1,4,P11,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,0,T027,6,10,15
1_1_1,4,P11,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,1,T027,7,10,15
1_1_1,4,P11,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,2,T027,8,10,15
1_1_1,4,P18,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,0,T027,9,10,15
1_1_1,4,P18,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,1,T027,10,10,15
1_1_1,4,P18,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,46,3,2,T027,11,10,15
1_1_1,4,P29,EE_25,OTHER,25,NORMAL,16,true,46,3,0,T020,4,15,31
1_1_1,4,P29,PERF_25,OTHER,25,NORMAL,10,true,46,3,1,T020,5,15,25
1_1_1,4,P29,PERF_43,OTHER,43,NORMAL,10,true,46,3,2,T002,6,15,25
1_1_1,4,P34,EE_25,OTHER,25,NORMAL,16,false,46,3,0,T009,1,15,31
1_1_1,4,P34,PERF_25,OTHER,25,NORMAL,10,false,46,3,1,T009,2,15,25
1_1_1,4,P34,PERF_38,OTHER,38,NORMAL,10,false,46,3,2,T008,3,15,25
1_1_1,4,P49,EE_32,OTHER,32,NORMAL,15,false,46,3,0,T006,6,15,30
1_1_1,4,P49,EE_16,OTHER,16,NORMAL,15,false,46,3,1,T010,7,15,30
1_1_1,4,P49,PERF_25,OTHER,25,NORMAL,10,false,46,3,2,T009,3,15,25
1_1_1,4,P2,EE_25,OTHER,25,NORMAL,16,false,46,3,0,T009,4,15,31
1_1_1,4,P2,PERF_25,OTHER,25,NORMAL,10,false,46,3,1,T009,5,15,25
1_1_1,4,P2,PERF_43,OTHER,43,NORMAL,10,false,46,3,2,T002,7,15,25
1_1_1,4,P11,EE_25,OTHER,25,NORMAL,16,false,46,3,0,T009,6,15,31
1_1_1,4,P11,PERF_25,OTHER,25,NORMAL,10,false,46,3,1,T009,7,15,25
1_1_1,4,P11,PERF_38,OTHER,38,NORMAL,10,false,46,3,2,T008,4,15,25
1_1_1,4,P18,EE_32,OTHER,32,NORMAL,15,false,46,3,0,T006,7,15,30
1_1_1,4,P18,EE_16,OTHER,16,NORMAL,15,false,46,3,1,T010,8,15,30
1_1_1,4,P18,PERF_25,OTHER,25,NORMAL,10,false,46,3,2,T009,8,15,25
1_1_1,4,P29,PERF_10,OTHER,10,NORMAL,10,true,46,3,1,T017,3,25,35
1_1_1,4,P29,FREEZE_25,OTHER,25,NORMAL,10,true,46,3,2,T020,0,25,35
1_1_1,4,P34,PERF_32,OTHER,32,NORMAL,10,false,46,3,1,T015,0,25,35
1_1_1,4,P34,PERF_10,OTHER,10,NORMAL,10,false,46,3,2,T017,4,25,35
1_1_1,4,P49,PERF_43,OTHER,43,NORMAL,10,false,46,3,2,T002,2,25,35
1_1_1,4,P2,PERF_10,OTHER,10,NORMAL,10,false,46,3,1,T017,5,25,35
1_1_1,4,P2,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,46,3,2,T023,0,25,40
1_1_1,4,P11,PERF_32,OTHER,32,NORMAL,10,false,46,3,1,T015,1,25,35
1_1_1,4,P11,PERF_16,OTHER,16,NORMAL,10,false,46,3,2,T010,5,25,35
1_1_1,4,P18,PERF_38,OTHER,38,NORMAL,10,false,46,3,2,T008,2,25,35
1_1_1,4,P49,PERF_16,OTHER,16,NORMAL,10,false,46,3,0,T010,2,30,40
1_1_1,4,P49,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,46,3,1,T023,1,30,45
1_1_1,4,P18,PERF_16,OTHER,16,NORMAL,10,false,46,3,0,T010,3,30,40
1_1_1,4,P18,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,46,3,1,T023,2,30,45
1_1_1,4,P29,TEMP_RISE_25,OTHER,25,NORMAL,5,true,46,3,0,T020,1,31,36
1_1_1,4,P34,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,46,3,0,T023,3,31,46
1_1_1,4,P2,CU_25,CONSUMER_USAGE,25,85%,15,false,46,3,0,T004,2,31,46
1_1_1,4,P11,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,46,3,0,T023,4,31,46
1_1_1,4,P29,CU_10,CONSUMER_USAGE,10,NORMAL,15,true,46,3,1,T016,2,35,50
1_1_1,4,P29,CU_25,CONSUMER_USAGE,25,85%,15,true,46,3,2,T004,3,35,50
1_1_1,4,P34,CU_25,CONSUMER_USAGE,25,85%,15,false,46,3,1,T004,4,35,50
1_1_1,4,P34,CU_32,CONSUMER_USAGE,32,85%,15,false,46,3,2,T012,1,35,50
1_1_1,4,P49,CU_25,CONSUMER_USAGE,25,85%,15,false,46,3,2,T004,5,35,50
1_1_1,4,P2,CU_32,CONSUMER_USAGE,32,85%,15,false,46,3,1,T012,2,35,50
1_1_1,4,P11,CU_25,CONSUMER_USAGE,25,85%,15,false,46,3,1,T004,6,35,50
1_1_1,4,P11,CU_32,CONSUMER_USAGE,32,85%,15,false,46,3,2,T012,3,35,50
1_1_1,4,P18,CU_25,CONSUMER_USAGE,25,85%,15,false,46,3,2,T004,7,35,50
1_1_1,4,P29,CU_32,CONSUMER_USAGE,32,85%,15,true,46,3,0,T025,1,36,51
1_1_1,4,P49,CU_32,CONSUMER_USAGE,32,85%,15,false,46,3,0,T005,5,40,55
1_1_1,4,P18,CU_32,CONSUMER_USAGE,32,85%,15,false,46,3,0,T012,4,40,55
1_1_1,4,P22,GAS_43,GAS,43,NORMAL,10,false,47,3,0,T028,0,0,10
1_1_1,4,P42,GAS_43,GAS,43,NORMAL,10,false,47,3,0,T028,1,0,10
1_1_1,4,P3,GAS_43,GAS,43,NORMAL,10,false,47,3,0,T028,2,0,10
1_1_1,4,P22,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,0,T028,0,10,15
1_1_1,4,P22,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,1,T028,1,10,15
1_1_1,4,P22,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,2,T028,2,10,15
1_1_1,4,P42,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,0,T028,3,10,15
1_1_1,4,P42,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,1,T028,4,10,15
1_1_1,4,P42,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,2,T028,5,10,15
1_1_1,4,P3,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,0,T028,6,10,15
1_1_1,4,P3,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,1,T028,7,10,15
1_1_1,4,P3,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,47,3,2,T028,8,10,15
1_1_1,4,P22,EE_32,OTHER,32,NORMAL,15,false,47,3,0,T015,2,15,30
1_1_1,4,P22,EE_16,OTHER,16,NORMAL,15,false,47,3,1,T010,9,15,30
1_1_1,4,P22,PERF_25,OTHER,25,NORMAL,10,false,47,3,2,T009,9,15,25
1_1_1,4,P42,EE_25,OTHER,25,NORMAL,16,false,47,3,0,T009,10,15,31
1_1_1,4,P42,PERF_25,OTHER,25,NORMAL,10,false,47,3,1,T009,11,15,25
1_1_1,4,P42,PERF_38,OTHER,38,NORMAL,10,false,47,3,2,T008,5,15,25
1_1_1,4,P3,EE_32,OTHER,32,NORMAL,15,false,47,3,0,T015,3,15,30
1_1_1,4,P3,EE_16,OTHER,16,NORMAL,15,false,47,3,1,T010,10,15,30
1_1_1,4,P3,PERF_25,OTHER,25,NORMAL,10,false,47,3,2,T021,0,15,25
1_1_1,4,P22,PERF_43,OTHER,43,NORMAL,10,false,47,3,2,T002,3,25,35
1_1_1,4,P42,PERF_10,OTHER,10,NORMAL,10,false,47,3,1,T023,5,25,35
1_1_1,4,P42,FREEZE_25,OTHER,25,NORMAL,10,false,47,3,2,T001,2,25,35
1_1_1,4,P3,PERF_43,OTHER,43,NORMAL,10,false,47,3,2,T002,4,25,35
1_1_1,4,P22,PERF_10,OTHER,10,NORMAL,10,false,47,3,0,T024,0,30,40
1_1_1,4,P22,FREEZE_25,OTHER,25,NORMAL,10,false,47,3,1,T001,3,30,40
1_1_1,4,P3,PERF_32,OTHER,32,NORMAL,10,false,47,3,0,T006,2,30,40
1_1_1,4,P3,PERF_16,OTHER,16,NORMAL,10,false,47,3,1,T010,4,30,40
1_1_1,4,P42,TEMP_RISE_25,OTHER,25,NORMAL,5,false,47,3,0,T001,4,31,36
1_1_1,4,P22,TEMP_RISE_25,OTHER,25,NORMAL,5,false,47,3,2,T001,2,35,40
1_1_1,4,P42,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,47,3,1,T014,5,35,50
1_1_1,4,P42,CU_25,CONSUMER_USAGE,25,85%,15,false,47,3,2,T011,0,35,50
1_1_1,4,P3,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,47,3,2,T017,0,35,50
1_1_1,4,P42,CU_32,CONSUMER_USAGE,32,85%,15,false,47,3,0,T012,5,36,51
1_1_1,4,P22,CU_10,CONSUMER_USAGE,10,NORMAL,15,false,47,3,0,T014,1,40,55
1_1_1,4,P22,CU_25,CONSUMER_USAGE,25,85%,15,false,47,3,1,T003,5,40,55
1_1_1,4,P22,CU_32,CONSUMER_USAGE,32,85%,15,false,47,3,2,T012,6,40,55
1_1_1,4,P3,CU_25,CONSUMER_USAGE,25,85%,15,false,47,3,0,T011,1,40,55
1_1_1,4,P3,CU_32,CONSUMER_USAGE,32,85%,15,false,47,3,1,T012,7,40,55
1_1_1,4,P26,GAS_43,GAS,43,NORMAL,10,false,48,5,0,T028,9,0,10
1_1_1,4,P46,GAS_43,GAS,43,NORMAL,10,false,48,6,0,T028,10,0,10
1_1_1,4,P8,GAS_43,GAS,43,NORMAL,10,false,48,6,0,T028,11,0,10
1_1_1,4,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,5,0,T028,9,10,15
1_1_1,4,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,5,1,T028,10,10,15
1_1_1,4,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,5,2,T028,11,10,15
1_1_1,4,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,5,3,T007,0,15,20
1_1_1,4,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,5,4,T007,1,15,20
1_1_1,4,P46,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,0,T007,2,15,20
1_1_1,4,P46,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,1,T007,3,15,20
1_1_1,4,P46,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,2,T007,4,15,20
1_1_1,4,P46,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,3,T007,5,15,20
1_1_1,4,P46,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,4,T007,6,15,20
1_1_1,4,P46,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,5,T007,7,15,20
1_1_1,4,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,0,T013,0,15,20
1_1_1,4,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,1,T013,1,15,20
1_1_1,4,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,2,T013,2,15,20
1_1_1,4,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,3,T013,3,15,20
1_1_1,4,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,4,T013,4,15,20
1_1_1,4,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,48,6,5,T013,5,15,20
1_1_1,4,P26,EE_32,OTHER,32,NORMAL,15,false,48,5,0,T015,4,20,35
1_1_1,4,P26,EE_16,OTHER,16,NORMAL,15,false,48,5,1,T010,11,20,35
1_1_1,4,P26,PERF_25,OTHER,25,NORMAL,10,false,48,5,2,T021,1,20,30
1_1_1,4,P26,PERF_43,OTHER,43,NORMAL,10,false,48,5,3,T007,0,20,30
1_1_1,4,P26,PERF_16,OTHER,16,NORMAL,10,false,48,5,4,T018,3,20,30
1_1_1,4,P46,EE_32,OTHER,32,NORMAL,15,false,48,6,0,T015,5,20,35
1_1_1,4,P46,EE_16,OTHER,16,NORMAL,15,false,48,6,1,T018,4,20,35
1_1_1,4,P46,PERF_25,OTHER,25,NORMAL,10,false,48,6,2,T021,2,20,30
