instanceId,iteration,chamberId,stations,voltageCapable,humidityAdjustable,envTempC,envHumidity
1_1_2,3,T025,8,true,true,32,85%
1_1_2,3,T026,12,true,false,43,NORMAL
1_1_2,3,T027,12,true,false,43,NORMAL
1_1_2,3,T028,12,true,false,43,NORMAL
1_1_3,2,T001,8,false,false,16,NORMAL
1_1_3,2,T002,8,true,true,16,NORMAL
1_1_3,2,T003,8,true,true,25,85%
1_1_3,2,T004,8,true,true,25,85%
1_1_3,2,T005,8,true,true,32,85%
1_1_3,2,T006,8,false,false,10,NORMAL
1_1_3,2,T007,8,false,false,43,NORMAL
1_1_3,2,T008,12,true,false,10,NORMAL
1_1_3,2,T009,12,false,false,43,NORMAL
1_1_3,2,T010,12,false,true,43,NORMAL
1_1_3,2,T011,12,false,true,25,85%
1_1_3,2,T012,12,false,true,32,85%
1_1_3,2,T013,12,false,true,43,NORMAL
1_1_3,2,T014,6,false,true,25,NORMAL
1_1_3,2,T015,6,false,true,10,NORMAL
1_1_3,2,T016,6,true,false,10,NORMAL
1_1_3,2,T017,6,true,false,16,NORMAL
1_1_3,2,T018,6,true,false,25,NORMAL
1_1_3,2,T019,6,true,false,25,NORMAL
1_1_3,2,T020,6,true,false,25,NORMAL
1_1_3,2,T021,6,true,false,32,NORMAL
1_1_3,2,T022,6,true,false,32,NORMAL
1_1_3,2,T023,6,true,false,38,NORMAL
1_1_3,2,T024,8,false,true,32,NORMAL
1_1_3,2,T025,8,true,true,32,85%
1_1_3,2,T026,12,true,false,25,NORMAL
1_1_3,2,T027,12,true,false,43,NORMAL
1_1_3,2,T028,12,true,false,43,NORMAL
2_1_1,4,T001,8,false,false,43,NORMAL
2_1_1,4,T002,8,true,true,25,85%
2_1_1,4,T003,8,true,true,25,85%
2_1_1,4,T004,8,true,true,38,NORMAL
2_1_1,4,T005,8,true,true,32,85%
2_1_1,4,T006,8,false,false,10,NORMAL
2_1_1,4,T007,8,false,false,43,NORMAL
2_1_1,4,T008,12,true,false,10,NORMAL
2_1_1,4,T009,12,false,false,10,NORMAL
2_1_1,4,T010,12,false,true,25,85%
2_1_1,4,T011,12,false,true,25,NORMAL
2_1_1,4,T012,12,false,true,25,NORMAL
2_1_1,4,T013,12,false,true,43,NORMAL
2_1_1,4,T014,6,false,true,16,NORMAL
2_1_1,4,T015,6,false,true,38,NORMAL
2_1_1,4,T016,6,true,false,10,NORMAL
2_1_1,4,T017,6,true,false,16,NORMAL
2_1_1,4,T018,6,true,false,25,NORMAL
2_1_1,4,T019,6,true,false,32,NORMAL
2_1_1,4,T020,6,true,false,32,NORMAL
2_1_1,4,T021,6,true,false,32,NORMAL
2_1_1,4,T022,6,true,false,25,NORMAL
2_1_1,4,T023,6,true,false,43,NORMAL
2_1_1,4,T024,8,false,true,32,85%
2_1_1,4,T025,8,true,true,32,85%
2_1_1,4,T026,12,true,false,16,NORMAL
2_1_1,4,T027,12,true,false,43,NORMAL
2_1_1,4,T028,12,true,false,43,NORMAL
2_1_2,2,T001,8,false,false,38,NORMAL
2_1_2,2,T002,8,true,true,25,85%
2_1_2,2,T003,8,true,true,25,85%
2_1_2,2,T004,8,true,true,25,85%
2_1_2,2,T005,8,true,true,32,85%
2_1_2,2,T006,8,false,false,16,NORMAL
2_1_2,2,T007,8,false,false,25,NORMAL
2_1_2,2,T008,12,true,false,25,NORMAL
2_1_2,2,T009,12,false,false,10,NORMAL
2_1_2,2,T010,12,false,true,25,NORMAL
2_1_2,2,T011,12,false,true,32,85%
2_1_2,2,T012,12,false,true,43,NORMAL
2_1_2,2,T013,12,false,true,43,NORMAL
2_1_2,2,T014,6,false,true,10,NORMAL
2_1_2,2,T015,6,false,true,10,NORMAL
2_1_2,2,T016,6,true,false,10,NORMAL
2_1_2,2,T017,6,true,false,10,NORMAL
2_1_2,2,T018,6,true,false,16,NORMAL
2_1_2,2,T019,6,true,false,16,NORMAL
2_1_2,2,T020,6,true,false,25,NORMAL
2_1_2,2,T021,6,true,false,32,NORMAL
2_1_2,2,T022,6,true,false,32,NORMAL
2_1_2,2,T023,6,true,false,38,NORMAL
2_1_2,2,T024,8,false,true,32,NORMAL
2_1_2,2,T025,8,true,true,32,85%
2_1_2,2,T026,12,true,false,43,NORMAL
2_1_2,2,T027,12,true,false,43,NORMAL
2_1_2,2,T028,12,true,false,43,NORMAL
2_1_3,3,T001,8,false,false,25,NORMAL
2_1_3,3,T002,8,true,true,25,85%
2_1_3,3,T003,8,true,true,25,85%
2_1_3,3,T004,8,true,true,25,NORMAL
2_1_3,3,T005,8,true,true,32,85%
2_1_3,3,T006,8,false,false,10,NORMAL
2_1_3,3,T007,8,false,false,16,NORMAL
2_1_3,3,T008,12,true,false,25,NORMAL
2_1_3,3,T009,12,false,false,43,NORMAL
2_1_3,3,T010,12,false,true,25,85%
2_1_3,3,T011,12,false,true,10,NORMAL
2_1_3,3,T012,12,false,true,32,85%
2_1_3,3,T013,12,false,true,43,NORMAL
2_1_3,3,T014,6,false,true,32,NORMAL
2_1_3,3,T015,6,false,true,38,NORMAL
2_1_3,3,T016,6,true,false,10,NORMAL
2_1_3,3,T017,6,true,false,10,NORMAL
2_1_3,3,T018,6,true,false,10,NORMAL
2_1_3,3,T019,6,true,false,16,NORMAL
2_1_3,3,T020,6,true,false,16,NORMAL
2_1_3,3,T021,6,true,false,25,NORMAL
2_1_3,3,T022,6,true,false,32,NORMAL
2_1_3,3,T023,6,true,false,38,NORMAL
2_1_3,3,T024,8,false,true,32,NORMAL
2_1_3,3,T025,8,true,true,32,85%
2_1_3,3,T026,12,true,false,43,NORMAL
2_1_3,3,T027,12,true,false,43,NORMAL
2_1_3,3,T028,12,true,false,43,NORMAL
3_1_1,4,T001,8,false,false,38,NORMAL
3_1_1,4,T002,8,true,true,25,85%
3_1_1,4,T003,8,true,true,25,85%
3_1_1,4,T004,8,true,true,43,NORMAL
3_1_1,4,T005,8,true,true,32,85%
3_1_1,4,T006,8,false,false,43,NORMAL
3_1_1,4,T007,8,false,false,43,NORMAL
3_1_1,4,T008,12,true,false,10,NORMAL
3_1_1,4,T009,12,false,false,10,NORMAL
3_1_1,4,T010,12,false,true,25,85%
3_1_1,4,T011,12,false,true,25,NORMAL
3_1_1,4,T012,12,false,true,32,85%
3_1_1,4,T013,12,false,true,43,NORMAL
3_1_1,4,T014,6,false,true,16,NORMAL
3_1_1,4,T015,6,false,true,32,NORMAL
3_1_1,4,T016,6,true,false,10,NORMAL
3_1_1,4,T017,6,true,false,16,NORMAL
3_1_1,4,T018,6,true,false,16,NORMAL
3_1_1,4,T019,6,true,false,16,NORMAL
3_1_1,4,T020,6,true,false,25,NORMAL
3_1_1,4,T021,6,true,false,32,NORMAL
3_1_1,4,T022,6,true,false,32,NORMAL
3_1_1,4,T023,6,true,false,38,NORMAL
3_1_1,4,T024,8,false,true,25,NORMAL
3_1_1,4,T025,8,true,true,32,85%
3_1_1,4,T026,12,true,false,25,NORMAL
3_1_1,4,T027,12,true,false,43,NORMAL
3_1_1,4,T028,12,true,false,43,NORMAL
3_1_2,3,T001,8,false,false,38,NORMAL
3_1_2,3,T002,8,true,true,25,85%
3_1_2,3,T003,8,true,true,25,85%
3_1_2,3,T004,8,true,true,43,NORMAL
3_1_2,3,T005,8,true,true,32,85%
3_1_2,3,T006,8,false,false,10,NORMAL
3_1_2,3,T007,8,false,false,25,NORMAL
3_1_2,3,T008,12,true,false,10,NORMAL
3_1_2,3,T009,12,false,false,16,NORMAL
3_1_2,3,T010,12,false,true,25,85%
3_1_2,3,T011,12,false,true,25,NORMAL
3_1_2,3,T012,12,false,true,43,NORMAL
3_1_2,3,T013,12,false,true,43,NORMAL
3_1_2,3,T014,6,false,true,32,NORMAL
3_1_2,3,T015,6,false,true,10,NORMAL
3_1_2,3,T016,6,true,false,10,NORMAL
3_1_2,3,T017,6,true,false,16,NORMAL
3_1_2,3,T018,6,true,false,16,NORMAL
3_1_2,3,T019,6,true,false,25,NORMAL
3_1_2,3,T020,6,true,false,32,NORMAL
3_1_2,3,T021,6,true,false,32,NORMAL
3_1_2,3,T022,6,true,false,32,NORMAL
3_1_2,3,T023,6,true,false,38,NORMAL
3_1_2,3,T024,8,false,true,32,85%
3_1_2,3,T025,8,true,true,32,85%
3_1_2,3,T026,12,true,false,25,NORMAL
3_1_2,3,T027,12,true,false,43,NORMAL
3_1_2,3,T028,12,true,false,43,NORMAL
3_1_3,4,T001,8,false,false,25,NORMAL
3_1_3,4,T002,8,true,true,10,NORMAL
3_1_3,4,T003,8,true,true,25,85%
3_1_3,4,T004,8,true,true,25,85%
3_1_3,4,T005,8,true,true,32,85%
3_1_3,4,T006,8,false,false,32,NORMAL
3_1_3,4,T007,8,false,false,16,NORMAL
3_1_3,4,T008,12,true,false,43,NORMAL
3_1_3,4,T009,12,false,false,43,NORMAL
3_1_3,4,T010,12,false,true,43,NORMAL
3_1_3,4,T011,12,false,true,25,85%
3_1_3,4,T012,12,false,true,25,NORMAL
3_1_3,4,T013,12,false,true,43,NORMAL
3_1_3,4,T014,6,false,true,38,NORMAL
3_1_3,4,T015,6,false,true,10,NORMAL
3_1_3,4,T016,6,true,false,10,NORMAL
3_1_3,4,T017,6,true,false,10,NORMAL
3_1_3,4,T018,6,true,false,16,NORMAL
3_1_3,4,T019,6,true,false,16,NORMAL
3_1_3,4,T020,6,true,false,25,NORMAL
3_1_3,4,T021,6,true,false,32,NORMAL
3_1_3,4,T022,6,true,false,32,NORMAL
3_1_3,4,T023,6,true,false,38,NORMAL
3_1_3,4,T024,8,false,true,32,85%
3_1_3,4,T025,8,true,true,32,85%
3_1_3,4,T026,12,true,false,25,NORMAL
3_1_3,4,T027,12,true,false,43,NORMAL
3_1_3,4,T028,12,true,false,43,NORMAL
4_1_1,5,T001,8,false,false,10,NORMAL
4_1_1,5,T002,8,true,true,25,85%
4_1_1,5,T003,8,true,true,25,85%
4_1_1,5,T004,8,true,true,32,NORMAL
4_1_1,5,T005,8,true,true,32,85%
4_1_1,5,T006,8,false,false,25,NORMAL
4_1_1,5,T007,8,false,false,25,NORMAL
4_1_1,5,T008,12,true,false,25,NORMAL
4_1_1,5,T009,12,false,false,43,NORMAL
4_1_1,5,T010,12,false,true,25,85%
4_1_1,5,T011,12,false,true,32,85%
4_1_1,5,T012,12,false,true,32,NORMAL
4_1_1,5,T013,12,false,true,43,NORMAL
4_1_1,5,T014,6,false,true,16,NORMAL
4_1_1,5,T015,6,false,true,43,NORMAL
4_1_1,5,T016,6,true,false,10,NORMAL
4_1_1,5,T017,6,true,false,10,NORMAL
4_1_1,5,T018,6,true,false,10,NORMAL
4_1_1,5,T019,6,true,false,16,NORMAL
4_1_1,5,T020,6,true,false,16,NORMAL
4_1_1,5,T021,6,true,false,25,NORMAL
4_1_1,5,T022,6,true,false,25,NORMAL
4_1_1,5,T023,6,true,false,38,NORMAL
4_1_1,5,T024,8,false,true,10,NORMAL
4_1_1,5,T025,8,true,true,32,85%
4_1_1,5,T026,12,true,false,43,NORMAL
4_1_1,5,T027,12,true,false,43,NORMAL
4_1_1,5,T028,12,true,false,43,NORMAL
4_1_2,3,T001,8,false,false,10,NORMAL
4_1_2,3,T002,8,true,true,25,85%
4_1_2,3,T003,8,true,true,25,85%
4_1_2,3,T004,8,true,true,32,NORMAL
4_1_2,3,T005,8,true,true,32,85%
4_1_2,3,T006,8,false,false,10,NORMAL
4_1_2,3,T007,8,false,false,25,NORMAL
4_1_2,3,T008,12,true,false,25,NORMAL
4_1_2,3,T009,12,false,false,43,NORMAL
4_1_2,3,T010,12,false,true,25,85%
4_1_2,3,T011,12,false,true,32,85%
4_1_2,3,T012,12,false,true,32,NORMAL
4_1_2,3,T013,12,false,true,43,NORMAL
4_1_2,3,T014,6,false,true,16,NORMAL
4_1_2,3,T015,6,false,true,43,NORMAL
4_1_2,3,T016,6,true,false,10,NORMAL
4_1_2,3,T017,6,true,false,10,NORMAL
4_1_2,3,T018,6,true,false,10,NORMAL
4_1_2,3,T019,6,true,false,16,NORMAL
4_1_2,3,T020,6,true,false,16,NORMAL
4_1_2,3,T021,6,true,false,25,NORMAL
4_1_2,3,T022,6,true,false,25,NORMAL
4_1_2,3,T023,6,true,false,38,NORMAL
4_1_2,3,T024,8,false,true,25,NORMAL
4_1_2,3,T025,8,true,true,32,85%
4_1_2,3,T026,12,true,false,43,NORMAL
4_1_2,3,T027,12,true,false,43,NORMAL
4_1_2,3,T028,12,true,false,43,NORMAL
4_1_3,3,T001,8,false,false,10,NORMAL
4_1_3,3,T002,8,true,true,25,85%
4_1_3,3,T003,8,true,true,25,85%
4_1_3,3,T004,8,true,true,10,NORMAL
4_1_3,3,T005,8,true,true,32,85%
4_1_3,3,T006,8,false,false,10,NORMAL
4_1_3,3,T007,8,false,false,25,NORMAL
4_1_3,3,T008,12,true,false,25,NORMAL
4_1_3,3,T009,12,false,false,43,NORMAL
4_1_3,3,T010,12,false,true,25,85%
4_1_3,3,T011,12,false,true,25,NORMAL
4_1_3,3,T012,12,false,true,32,85%
4_1_3,3,T013,12,false,true,43,NORMAL
4_1_3,3,T014,6,false,true,16,NORMAL
4_1_3,3,T015,6,false,true,43,NORMAL
4_1_3,3,T016,6,true,false,25,NORMAL
4_1_3,3,T017,6,true,false,10,NORMAL
4_1_3,3,T018,6,true,false,10,NORMAL
4_1_3,3,T019,6,true,false,16,NORMAL
4_1_3,3,T020,6,true,false,16,NORMAL
4_1_3,3,T021,6,true,false,32,NORMAL
4_1_3,3,T022,6,true,false,32,NORMAL
4_1_3,3,T023,6,true,false,38,NORMAL
4_1_3,3,T024,8,false,true,32,NORMAL
4_1_3,3,T025,8,true,true,32,85%
4_1_3,3,T026,12,true,false,43,NORMAL
4_1_3,3,T027,12,true,false,43,NORMAL
4_1_3,3,T028,12,true,false,43,NORMAL
